CustomerID,LoanID,ApplicantType,Age,EmploymentType,AnnualIncome,MonthlyIncome,LoanType,LoanAmount,LoanTenureMonths,InterestRate,CollateralValue,CreditScore,PastDefaults,NumOpenAccounts,BusinessRevenue,ProfitMargin,BusinessYears,ProbDefault
CUST101465,LN201465,Personal,52,Self-employed,808356,67363,Medical,972546,48,10.32,725706,604,0,2,,,,0.1
CUST101466,LN201466,Business,27,Self-employed,7694309,641192,Invoice Discounting,691718,84,10.4,9992758,785,0,5,10957597,5.55,3,0
CUST101467,LN201467,Business,44,Salaried,1574045,131170,Business Expansion,5694759,84,18.01,18340336,584,0,1,10730556,18.23,12,0.182
CUST101468,LN201468,Personal,43,Salaried,649049,54087,Home,473939,48,8.83,550638,742,0,2,,,,0.01
CUST101469,LN201469,Personal,43,Salaried,764922,63743,Personal,140863,72,12.37,677434,801,0,3,,,,0
CUST101470,LN201470,Personal,24,Unemployed,477232,39769,Car,384822,24,9.11,751992,788,0,3,,,,0.037
CUST101471,LN201471,Business,31,Salaried,1814349,151196,Invoice Discounting,1831126,84,14.48,9780069,639,0,4,1301995,3.48,1,0.001
CUST101473,LN201473,Personal,34,Business-owner,523057,43588,Medical,147025,24,14.67,449089,758,0,3,,,,0
CUST101474,LN201474,Personal,62,Self-employed,360571,30048,Car,204278,72,14.12,54467,614,0,1,,,,0.064
CUST101475,LN201475,Personal,31,Salaried,429668,35806,Debt Consolidation,20000,48,7.54,273746,657,0,2,,,,0
CUST101478,LN201478,Personal,23,Salaried,486139,40512,Wedding,719228,48,12.91,0,702,0,1,,,,0.108
CUST101479,LN201479,Personal,21,Business-owner,457142,38095,Debt Consolidation,355884,72,11.64,309687,577,0,3,,,,0.06
CUST101480,LN201480,Personal,47,Self-employed,586837,48903,Home,772128,48,11.25,29615,641,1,1,,,,0.135
CUST101481,LN201481,Personal,49,Salaried,549292,45774,Home,20000,72,12.1,889850,669,0,3,,,,0
CUST101482,LN201482,Personal,54,Salaried,1126382,93865,Car,163396,36,15.56,0,647,0,2,,,,0.055
CUST101484,LN201484,Personal,29,Salaried,718191,59849,Car,488888,48,9.97,800927,717,0,1,,,,0
CUST101485,LN201485,Business,40,Salaried,1908989,159082,Business Expansion,1502143,24,18,2025319,865,0,6,6374322,-14.38,4,0.054
CUST101487,LN201487,Personal,52,Self-employed,792799,66067,Home,77457,72,7,752547,732,0,2,,,,0
CUST101488,LN201488,Personal,27,Business-owner,580662,48388,Personal,234691,36,11.51,571986,801,0,7,,,,0
CUST101489,LN201489,Personal,36,Self-employed,402343,33529,Car,408294,48,9.89,125506,707,0,0,,,,0.074
CUST101490,LN201490,Personal,28,Salaried,591766,49314,Medical,581314,48,12.22,723362,716,0,3,,,,0.024
CUST101492,LN201492,Personal,48,Unemployed,585152,48763,Personal,729958,36,12.05,1017689,623,0,3,,,,0.1
CUST101493,LN201493,Personal,58,Salaried,757027,63086,Home,301953,24,11.6,626830,601,0,2,,,,0.01
CUST101495,LN201495,Personal,36,Business-owner,632005,52667,Debt Consolidation,485947,24,13.25,725119,781,0,2,,,,0.035
CUST101496,LN201496,Business,40,Business-owner,3561508,296792,Business Expansion,4797472,120,17.22,3488206,616,0,1,7012143,24.89,31,0.064
CUST101497,LN201497,Personal,55,Salaried,769007,64084,Car,747418,36,10.66,570778,722,0,4,,,,0.03
CUST101498,LN201498,Personal,40,Self-employed,688193,57349,Personal,282070,48,11.31,254858,752,0,2,,,,0
CUST101499,LN201499,Personal,46,Business-owner,534814,44568,Personal,359659,60,10.78,0,657,0,3,,,,0.061
CUST101500,LN201500,Personal,32,Self-employed,1034563,86214,Personal,619425,48,8.1,657593,743,0,2,,,,0
CUST101501,LN201501,Personal,21,Business-owner,536219,44685,Debt Consolidation,125371,48,7.63,596531,704,0,0,,,,0
CUST101503,LN201503,Business,30,Self-employed,1451674,120973,Invoice Discounting,2389412,60,9.84,3911913,697,0,2,627265,-11.93,33,0.105
CUST101504,LN201504,Personal,21,Salaried,340198,28350,Car,231796,60,8.02,126043,754,2,2,,,,0.116
CUST101505,LN201505,Personal,55,Self-employed,490196,40850,Wedding,794008,24,10.23,402269,743,0,1,,,,0.178
CUST101506,LN201506,Business,65,Self-employed,150000,12500,Business Expansion,50000,60,21.44,5384822,630,0,3,3243300,-1.07,19,0
CUST101507,LN201507,Business,66,Salaried,3454632,287886,Business Expansion,7168306,48,12.56,6776861,586,0,2,7790039,5.32,26,0.131
CUST101508,LN201508,Personal,28,Salaried,802215,66851,Personal,725047,36,9.24,309550,627,0,2,,,,0.078
CUST101509,LN201509,Personal,39,Salaried,666145,55512,Home,344087,72,13.89,965230,729,0,2,,,,0
CUST101510,LN201510,Personal,28,Salaried,458553,38213,Personal,472244,48,11.22,265016,708,0,3,,,,0.093
CUST101511,LN201511,Personal,22,Self-employed,655101,54592,Home,589048,48,12,609356,670,0,1,,,,0.091
CUST101512,LN201512,Personal,58,Salaried,673707,56142,Medical,282419,72,7,586478,657,0,1,,,,0
CUST101513,LN201513,Personal,64,Business-owner,792279,66023,Personal,336059,24,16.45,40401,695,0,1,,,,0.079
CUST101514,LN201514,Personal,60,Self-employed,672591,56049,Debt Consolidation,506686,60,9.23,597287,690,0,1,,,,0
CUST101515,LN201515,Business,66,Business-owner,10133925,844494,Invoice Discounting,2990548,84,14.09,11029535,598,0,3,6413400,-19.73,7,0
CUST101517,LN201517,Personal,36,Business-owner,501658,41805,Home,436982,48,11.62,811193,577,0,1,,,,0.005
CUST101518,LN201518,Personal,37,Salaried,677501,56458,Wedding,658292,48,8.93,0,784,0,3,,,,0.023
CUST101519,LN201519,Business,44,Salaried,2121827,176819,Working Capital,5127115,36,18.73,1558375,712,0,1,5811917,20.51,15,0.181
CUST101520,LN201520,Personal,56,Salaried,854941,71245,Car,540311,12,14.07,273947,737,0,1,,,,0.126
CUST101521,LN201521,Business,31,Self-employed,1935315,161276,Invoice Discounting,50000,84,20.99,2393447,512,2,6,7753671,25.25,3,0.083
CUST101522,LN201522,Business,34,Unemployed,9388111,782343,Working Capital,471289,48,17.06,809286,586,0,2,5610198,-0.57,31,0
CUST101523,LN201523,Business,50,Salaried,7515709,626309,Business Expansion,162509,36,12.44,6626227,419,0,4,4150778,24.08,8,0.03
CUST101524,LN201524,Business,42,Salaried,3350652,279221,Invoice Discounting,11250488,48,13.2,2791652,587,0,2,50000,-6.66,5,0.212
CUST101525,LN201525,Personal,21,Salaried,235459,19622,Personal,241317,60,12.57,419052,825,1,4,,,,0.04
CUST101526,LN201526,Personal,42,Salaried,829598,69133,Medical,40632,60,11.16,298806,710,0,0,,,,0
CUST101527,LN201527,Business,56,Salaried,150000,12500,Working Capital,4924653,60,16.49,5336347,539,0,1,50000,15.69,6,0.9
CUST101528,LN201528,Personal,23,Salaried,1153460,96122,Personal,705316,72,9.86,466351,636,0,0,,,,0
CUST101529,LN201529,Personal,50,Self-employed,545769,45481,Medical,446013,48,10.85,172310,759,0,2,,,,0.011
CUST101530,LN201530,Personal,39,Salaried,412617,34385,Car,255574,60,9.93,180067,679,0,2,,,,0
CUST101531,LN201531,Personal,56,Salaried,552355,46030,Wedding,420775,60,11.07,534846,799,0,1,,,,0
CUST101532,LN201532,Personal,33,Salaried,285669,23806,Medical,262179,60,12.15,0,754,0,0,,,,0.01
CUST101533,LN201533,Personal,38,Salaried,462219,38518,Car,493916,48,8.84,1023471,539,0,3,,,,0.072
CUST101534,LN201534,Personal,36,Salaried,429571,35798,Wedding,300130,48,12.53,848739,711,0,4,,,,0
CUST101536,LN201536,Personal,32,Self-employed,658572,54881,Debt Consolidation,494659,72,7,0,806,0,2,,,,0
CUST101537,LN201537,Personal,53,Salaried,496343,41362,Car,20000,60,10.18,273053,658,0,5,,,,0
CUST101538,LN201538,Business,27,Self-employed,557022,46418,Working Capital,5208621,60,13.69,4197931,583,0,0,6633562,10.72,2,0.436
CUST101539,LN201539,Personal,58,Self-employed,131686,10974,Car,349806,60,8.49,0,763,0,3,,,,0.122
CUST101540,LN201540,Personal,50,Salaried,1284870,107072,Home,421315,36,13.43,224946,585,0,4,,,,0.043
CUST101541,LN201541,Personal,55,Self-employed,974364,81197,Car,552459,36,11.09,938337,740,0,1,,,,0.02
CUST101542,LN201542,Personal,40,Salaried,857146,71429,Debt Consolidation,81227,60,10.5,309740,709,0,3,,,,0
CUST101543,LN201543,Personal,33,Salaried,455615,37968,Home,184972,60,7.09,1349377,768,0,1,,,,0.002
CUST101544,LN201544,Personal,28,Salaried,447083,37257,Wedding,515557,48,11.65,756326,695,0,2,,,,0.042
CUST101545,LN201545,Business,63,Self-employed,618274,51523,Business Expansion,5531011,84,13.15,3868374,720,0,0,7106007,24.91,2,0.342
CUST101546,LN201546,Business,51,Salaried,4927102,410592,Invoice Discounting,50000,60,10.22,5150693,674,0,2,6281839,7.78,9,0
CUST101547,LN201547,Personal,43,Salaried,672234,56019,Medical,437873,24,13.49,351824,720,0,2,,,,0.028
CUST101549,LN201549,Personal,38,Salaried,516641,43053,Wedding,118003,36,12.02,688041,687,0,4,,,,0
CUST101550,LN201550,Business,25,Business-owner,1679147,139929,Equipment Finance,1663251,84,8,8491246,739,1,3,9412582,22.77,20,0.026
CUST101551,LN201551,Business,36,Salaried,4528929,377411,Invoice Discounting,2676076,120,10.3,5322684,666,0,1,8268815,-14.06,15,0
CUST101552,LN201552,Personal,51,Salaried,412208,34351,Wedding,198746,48,12.44,321035,550,0,4,,,,0.068
CUST101553,LN201553,Personal,40,Self-employed,933361,77780,Wedding,530229,36,8.44,515335,685,0,2,,,,0
CUST101554,LN201554,Personal,27,Self-employed,661858,55155,Debt Consolidation,396281,12,12.49,0,728,0,3,,,,0.145
CUST101555,LN201555,Personal,33,Business-owner,536671,44723,Medical,279917,60,10.4,378726,692,0,5,,,,0
CUST101556,LN201556,Business,69,Salaried,7318477,609873,Invoice Discounting,7292229,60,8.28,7369038,607,0,5,6936294,3.8,13,0.073
CUST101557,LN201557,Personal,35,Business-owner,681860,56822,Medical,322739,36,11.1,784203,682,0,5,,,,0.004
CUST101558,LN201558,Personal,37,Salaried,461717,38476,Medical,418373,60,9.41,161214,757,0,1,,,,0.011
CUST101559,LN201559,Business,39,Salaried,8246239,687187,Business Expansion,50000,60,19.48,0,641,0,3,3219160,13.47,2,0.032
CUST101560,LN201560,Business,35,Salaried,4776965,398080,Working Capital,50000,60,17.41,9894130,823,0,4,5216590,7.87,5,0
CUST101561,LN201561,Personal,27,Business-owner,558651,46554,Medical,344024,48,11.18,1096167,658,0,1,,,,0
CUST101562,LN201562,Personal,56,Business-owner,454855,37905,Debt Consolidation,529237,36,13.1,288056,710,0,2,,,,0.109
CUST101563,LN201563,Business,44,Salaried,5834333,486194,Invoice Discounting,4441056,84,16.62,7953983,505,0,2,3619912,29.69,33,0.057
CUST101564,LN201564,Personal,33,Self-employed,238099,19842,Debt Consolidation,568129,24,10.51,211841,667,0,1,,,,0.243
CUST101565,LN201565,Personal,39,Salaried,560373,46698,Wedding,288728,72,12.82,72362,678,2,1,,,,0.118
CUST101566,LN201566,Business,44,Self-employed,4812391,401033,Working Capital,531023,60,11.77,5815306,707,0,4,4612933,6.88,6,0
CUST101567,LN201567,Business,64,Salaried,5523266,460272,Working Capital,5618928,60,8,0,649,0,3,4049549,9.65,29,0.062
CUST101568,LN201568,Business,36,Salaried,8543966,711997,Equipment Finance,1736513,84,17.28,0,633,0,2,913646,21.09,25,0.032
CUST101570,LN201570,Personal,35,Business-owner,792233,66019,Medical,20000,36,13.07,437040,722,0,1,,,,0
CUST101571,LN201571,Business,47,Salaried,4491419,374285,Equipment Finance,7337067,48,12.05,5447223,549,0,1,1393678,20.28,28,0.104
CUST101572,LN201572,Business,38,Self-employed,2977440,248120,Equipment Finance,50000,60,13.76,0,627,0,3,9793601,2.82,13,0.023
CUST101574,LN201574,Personal,48,Self-employed,241192,20099,Debt Consolidation,210575,48,13.19,587720,642,0,2,,,,0.024
CUST101575,LN201575,Personal,48,Unemployed,298701,24892,Debt Consolidation,670807,48,9.33,442822,679,0,5,,,,0.139
CUST101576,LN201576,Business,62,Self-employed,803261,66938,Working Capital,481727,60,19.54,3754236,621,0,1,50000,0.8,11,0
CUST101577,LN201577,Business,59,Business-owner,5014384,417865,Equipment Finance,7712626,84,20.71,5717904,770,1,3,8518513,8.04,1,0.124
CUST101578,LN201578,Business,30,Salaried,3967603,330634,Invoice Discounting,336849,120,8,8951638,569,0,1,3823239,15.5,9,0
CUST101579,LN201579,Business,35,Business-owner,3305831,275486,Business Expansion,6942477,120,17.03,3218346,519,0,0,50000,10.81,29,0.104
CUST101581,LN201581,Personal,52,Self-employed,350657,29221,Car,472501,72,9.87,947872,707,0,2,,,,0.025
CUST101582,LN201582,Personal,39,Salaried,257971,21498,Medical,261300,24,14.31,201477,698,0,0,,,,0.11
CUST101583,LN201583,Personal,24,Salaried,339293,28274,Home,233958,12,12.69,409775,701,0,1,,,,0.147
CUST101584,LN201584,Personal,33,Salaried,648916,54076,Medical,181425,48,13.78,695350,761,0,2,,,,0
CUST101585,LN201585,Business,40,Self-employed,2326451,193871,Working Capital,4312325,48,13.72,7163557,667,1,2,1364842,10.14,20,0.17
CUST101586,LN201586,Business,66,Unemployed,1268536,105711,Business Expansion,6988924,48,13.63,9189991,782,0,2,475488,15.39,10,0.292
CUST101587,LN201587,Personal,55,Self-employed,734226,61186,Personal,221090,36,15.13,1000435,705,0,1,,,,0
CUST101588,LN201588,Personal,32,Salaried,966793,80566,Car,279036,72,13.38,435964,629,0,5,,,,0
CUST101589,LN201589,Business,58,Salaried,7098023,591502,Equipment Finance,2612932,84,8.04,2557130,727,1,2,8280777,12.54,29,0.083
CUST101590,LN201590,Personal,36,Salaried,564282,47023,Home,484558,48,10.82,214622,786,0,3,,,,0.002
CUST101591,LN201591,Personal,55,Salaried,303593,25299,Car,157256,60,11.83,357098,597,0,1,,,,0.002
CUST101593,LN201593,Personal,58,Business-owner,811561,67630,Medical,431066,60,11.28,878897,776,2,3,,,,0.103
CUST101594,LN201594,Business,58,Salaried,4127480,343957,Invoice Discounting,2270474,60,18.57,4367434,658,0,2,4341461,13.89,30,0
CUST101595,LN201595,Personal,63,Business-owner,414505,34542,Medical,727088,24,13.95,914317,622,0,4,,,,0.191
CUST101596,LN201596,Personal,30,Unemployed,715632,59636,Debt Consolidation,593797,60,12.96,933669,567,3,2,,,,0.333
CUST101597,LN201597,Business,65,Salaried,150000,12500,Working Capital,13283427,120,16.13,2461029,572,0,1,50000,14.37,1,0.9
CUST101598,LN201598,Personal,41,Business-owner,234714,19560,Debt Consolidation,59201,36,10.09,54634,683,0,2,,,,0
CUST101599,LN201599,Business,64,Salaried,6108920,509077,Working Capital,50000,36,12.89,0,630,3,2,5243891,11.01,22,0.303
CUST101600,LN201600,Business,54,Self-employed,2802341,233528,Working Capital,5731800,120,10.97,7561166,778,0,0,4326690,34.51,2,0.032
CUST101601,LN201601,Personal,24,Salaried,657952,54829,Car,444930,36,9.12,785632,668,0,3,,,,0.007
CUST101602,LN201602,Personal,43,Salaried,961418,80118,Wedding,113515,36,11.81,1342093,724,0,1,,,,0
CUST101604,LN201604,Personal,55,Self-employed,652547,54379,Car,245045,72,12,1087635,792,0,0,,,,0
CUST101605,LN201605,Business,54,Unemployed,5507394,458950,Equipment Finance,4664757,36,14.49,7224596,748,0,3,50000,-16.19,14,0.029
CUST101606,LN201606,Personal,60,Self-employed,354196,29516,Debt Consolidation,20000,12,9.66,510633,702,0,0,,,,0
CUST101607,LN201607,Personal,46,Self-employed,665043,55420,Medical,207338,60,12.53,791201,723,2,1,,,,0.107
CUST101608,LN201608,Personal,61,Salaried,655634,54636,Personal,446519,24,9.47,90733,702,0,2,,,,0.089
CUST101609,LN201609,Business,57,Business-owner,2425847,202154,Business Expansion,2166778,48,15.67,8542145,570,2,2,2081744,13.74,31,0.133
CUST101610,LN201610,Business,54,Salaried,2887749,240646,Business Expansion,50000,48,11.94,9913037,749,0,2,4587119,9.03,16,0
CUST101611,LN201611,Personal,57,Self-employed,978866,81572,Personal,520542,48,12.84,510656,749,0,2,,,,0.003
CUST101612,LN201612,Business,25,Salaried,4784802,398734,Business Expansion,50000,60,12.89,5573572,639,1,4,4269495,6.08,10,0.064
CUST101613,LN201613,Personal,43,Salaried,541348,45112,Debt Consolidation,226981,72,11.26,789279,743,0,2,,,,0
CUST101614,LN201614,Personal,29,Salaried,500337,41695,Car,530885,72,11.58,88804,796,0,0,,,,0.011
CUST101615,LN201615,Personal,50,Self-employed,616406,51367,Home,163804,36,10.26,118569,755,0,2,,,,0
CUST101617,LN201617,Personal,27,Self-employed,737364,61447,Home,391899,48,10.35,305478,742,0,1,,,,0.001
CUST101618,LN201618,Business,54,Salaried,6516835,543070,Equipment Finance,9062093,120,12.32,8022779,743,0,3,50000,16.35,17,0.018
CUST101619,LN201619,Personal,35,Business-owner,600073,50006,Wedding,589715,12,9.76,198832,659,0,1,,,,0.201
CUST101620,LN201620,Business,69,Self-employed,8898864,741572,Equipment Finance,3546352,84,17.48,5998094,613,2,4,4892946,14.13,18,0.102
CUST101621,LN201621,Personal,62,Business-owner,938976,78248,Wedding,20000,36,10.37,437627,648,0,2,,,,0
CUST101623,LN201623,Business,40,Unemployed,9060184,755015,Invoice Discounting,1205109,36,16.64,0,608,0,0,742871,3.31,3,0.035
CUST101624,LN201624,Personal,31,Business-owner,750738,62561,Debt Consolidation,547708,48,13.6,870480,744,1,1,,,,0.102
CUST101625,LN201625,Business,62,Self-employed,2504139,208678,Equipment Finance,6538718,60,14.84,0,794,0,3,50000,-7.96,12,0.148
CUST101626,LN201626,Business,29,Unemployed,884594,73716,Invoice Discounting,7845024,120,13.21,3490768,614,0,3,2934455,-7.1,26,0.271
CUST101627,LN201627,Personal,49,Salaried,336614,28051,Car,611577,60,12.03,0,752,0,3,,,,0.107
CUST101628,LN201628,Personal,49,Self-employed,570602,47550,Personal,187125,48,9.83,815045,651,0,4,,,,0
CUST101629,LN201629,Personal,58,Business-owner,446691,37224,Medical,20000,48,10.5,787893,701,0,4,,,,0
CUST101630,LN201630,Business,62,Salaried,1111573,92631,Equipment Finance,6502383,60,8,0,605,0,1,3196431,12.23,22,0.256
CUST101631,LN201631,Business,33,Salaried,3903629,325302,Invoice Discounting,2362350,24,15.69,6946000,498,0,2,5211870,16.98,32,0.089
CUST101632,LN201632,Personal,46,Salaried,536798,44733,Personal,390782,48,11.77,77276,731,0,1,,,,0.078
CUST101634,LN201634,Personal,51,Salaried,538635,44886,Wedding,407407,60,11.74,783891,644,0,2,,,,0.005
CUST101635,LN201635,Personal,48,Salaried,875373,72948,Car,384306,12,13.11,775785,800,2,3,,,,0.165
CUST101636,LN201636,Personal,32,Unemployed,188807,15734,Personal,129433,72,11.36,990510,649,0,4,,,,0
CUST101637,LN201637,Personal,21,Business-owner,860353,71696,Car,503678,48,12.67,400942,678,0,3,,,,0.009
CUST101639,LN201639,Personal,28,Salaried,534350,44529,Medical,136356,48,10.16,1121583,651,0,2,,,,0
CUST101640,LN201640,Personal,49,Salaried,450089,37507,Personal,357873,48,9.85,272834,782,0,2,,,,0
CUST101641,LN201641,Personal,27,Business-owner,903587,75299,Car,450175,24,10.42,0,594,0,2,,,,0.079
CUST101642,LN201642,Personal,51,Self-employed,368514,30709,Home,38097,36,8.33,836200,855,0,2,,,,0
CUST101643,LN201643,Personal,64,Salaried,397301,33108,Wedding,429468,60,11.24,32068,691,0,4,,,,0.077
CUST101644,LN201644,Business,25,Business-owner,6193173,516098,Invoice Discounting,5898983,60,15.55,3223372,876,0,2,5935754,0.4,23,0.022
CUST101646,LN201646,Business,52,Salaried,2727898,227325,Invoice Discounting,5012215,48,12.69,8410927,631,0,1,10434608,27.33,28,0.136
CUST101647,LN201647,Personal,63,Salaried,282199,23517,Car,578663,48,11.15,328168,715,0,1,,,,0.137
CUST101648,LN201648,Personal,24,Salaried,668811,55734,Wedding,334507,36,8.84,0,670,0,0,,,,0.072
CUST101649,LN201649,Personal,43,Salaried,461133,38428,Medical,459840,60,10.39,378841,665,0,1,,,,0.084
CUST101650,LN201650,Business,67,Business-owner,150000,12500,Working Capital,1798915,84,16.24,9350537,631,0,3,4161163,13.24,11,0.465
CUST101651,LN201651,Personal,25,Salaried,655473,54623,Personal,310046,48,11.5,502215,554,0,2,,,,0.063
CUST101652,LN201652,Personal,53,Self-employed,355035,29586,Medical,211947,48,12.67,382071,628,0,1,,,,0.005
CUST101653,LN201653,Personal,24,Salaried,353376,29448,Home,202292,60,13.35,110684,663,0,3,,,,0.072
CUST101654,LN201654,Personal,64,Salaried,597468,49789,Car,609532,24,13.22,757855,695,0,3,,,,0.125
CUST101655,LN201655,Personal,56,Salaried,748968,62414,Medical,309086,12,10.93,923602,777,0,1,,,,0.031
CUST101656,LN201656,Personal,57,Salaried,746304,62192,Wedding,313387,48,10.71,977694,685,0,2,,,,0.003
CUST101657,LN201657,Personal,62,Salaried,1340136,111678,Personal,20000,36,9.16,953210,787,0,2,,,,0
CUST101658,LN201658,Personal,57,Salaried,264633,22053,Medical,20746,48,10.78,438312,738,0,1,,,,0
CUST101659,LN201659,Business,28,Salaried,1907082,158924,Working Capital,50000,48,8,3197220,595,0,2,9076108,7.9,21,0
CUST101661,LN201661,Business,39,Salaried,4292942,357745,Equipment Finance,2617890,60,19.36,10484380,681,0,5,4933813,9.55,12,0.005
CUST101662,LN201662,Business,47,Salaried,4196361,349697,Equipment Finance,3420428,48,16.73,3392805,703,0,3,4092863,-11.94,30,0.087
CUST101663,LN201663,Personal,22,Unemployed,767523,63960,Home,381678,24,10.7,1170877,739,0,0,,,,0.014
CUST101664,LN201664,Personal,51,Unemployed,442903,36909,Medical,127094,12,8.31,436422,721,1,4,,,,0.109
CUST101665,LN201665,Personal,42,Salaried,464036,38670,Wedding,378017,72,10.28,755933,727,0,3,,,,0
CUST101666,LN201666,Personal,33,Salaried,439385,36615,Car,291703,36,12.94,54254,587,0,3,,,,0.068
CUST101667,LN201667,Personal,27,Business-owner,954956,79580,Wedding,606893,48,8.3,433379,615,0,4,,,,0.067
CUST101669,LN201669,Personal,59,Salaried,1017594,84800,Home,228921,72,10.09,336482,690,1,2,,,,0.08
CUST101670,LN201670,Personal,38,Salaried,429839,35820,Home,639422,36,12.93,850073,691,0,0,,,,0.125
CUST101672,LN201672,Personal,34,Salaried,786914,65576,Wedding,355446,48,10.43,0,696,0,0,,,,0.049
CUST101673,LN201673,Business,29,Salaried,1630494,135875,Invoice Discounting,9536779,84,13.49,6866693,828,0,2,329025,28.22,32,0.243
CUST101674,LN201674,Personal,58,Self-employed,635288,52941,Medical,495585,36,10,682129,671,0,2,,,,0.008
CUST101677,LN201677,Personal,53,Business-owner,387340,32278,Personal,472328,72,10.54,25633,677,0,1,,,,0.086
CUST101678,LN201678,Personal,44,Self-employed,499192,41599,Home,224920,24,11.54,766842,727,1,3,,,,0.106
CUST101679,LN201679,Business,26,Self-employed,6781986,565165,Business Expansion,1297090,120,15.84,0,719,0,3,2969300,4.46,7,0
CUST101681,LN201681,Personal,63,Self-employed,820200,68350,Medical,766345,48,13.23,638532,679,0,1,,,,0.016
CUST101682,LN201682,Personal,24,Business-owner,1024598,85383,Debt Consolidation,636688,36,9.05,1057583,668,0,2,,,,0.013
CUST101683,LN201683,Personal,31,Salaried,752316,62693,Home,198779,72,8.68,464589,669,0,3,,,,0
CUST101684,LN201684,Business,52,Salaried,3818437,318203,Invoice Discounting,9602141,60,11.61,10567807,755,0,2,4718972,13.97,2,0.135
CUST101685,LN201685,Business,48,Salaried,4444239,370353,Invoice Discounting,6962193,24,8,0,629,0,1,3168300,15.72,9,0.17
CUST101686,LN201686,Personal,64,Salaried,858279,71523,Personal,20000,48,7.62,873615,665,0,2,,,,0
CUST101687,LN201687,Personal,62,Salaried,522422,43535,Wedding,254814,48,8.29,692943,713,0,3,,,,0
CUST101688,LN201688,Business,57,Salaried,3865998,322166,Business Expansion,6687444,48,14.61,0,634,0,4,9540108,-3.65,1,0.119
CUST101689,LN201689,Personal,28,Business-owner,423141,35262,Car,390037,48,9.05,365256,723,3,0,,,,0.331
CUST101690,LN201690,Business,43,Salaried,1752361,146030,Invoice Discounting,5291638,120,13.28,226653,744,0,2,9918373,3.36,13,0.119
CUST101691,LN201691,Personal,48,Salaried,1121912,93493,Home,699826,48,12.68,825348,650,0,1,,,,0
CUST101692,LN201692,Business,30,Salaried,150000,12500,Equipment Finance,50000,48,15.91,3625997,605,0,4,13203169,4.07,12,0
CUST101693,LN201693,Personal,62,Self-employed,662890,55241,Home,606256,36,13.58,178540,718,0,1,,,,0.099
CUST101694,LN201694,Business,60,Self-employed,5108087,425674,Working Capital,50000,84,14.81,6130838,560,0,1,1800617,-4.01,23,0
CUST101695,LN201695,Personal,52,Self-employed,218319,18193,Car,366622,12,12.4,697707,680,0,0,,,,0.293
CUST101696,LN201696,Business,38,Salaried,5603793,466983,Working Capital,4055085,120,16.08,2306895,726,0,1,50000,14.9,18,0
CUST101697,LN201697,Personal,44,Unemployed,770171,64181,Medical,208230,12,7,284741,712,0,1,,,,0.012
CUST101698,LN201698,Personal,51,Self-employed,645194,53766,Wedding,96239,36,14.37,254473,688,0,1,,,,0
CUST101699,LN201699,Personal,47,Salaried,692178,57682,Debt Consolidation,359078,36,13.49,187373,873,0,1,,,,0.017
CUST101700,LN201700,Personal,56,Salaried,254801,21233,Wedding,20000,48,14.46,1323602,684,0,0,,,,0
CUST101701,LN201701,Personal,34,Business-owner,426286,35524,Car,253190,60,14.23,180100,614,0,2,,,,0.065
CUST101702,LN201702,Business,41,Self-employed,5132830,427736,Invoice Discounting,4801833,36,10.67,7362989,679,0,2,3464919,10.82,34,0.025
CUST101703,LN201703,Business,62,Business-owner,2245836,187153,Working Capital,4537049,60,8,1189296,741,0,0,1143780,-14.52,33,0.095
CUST101704,LN201704,Personal,35,Salaried,603483,50290,Car,353553,60,9.91,862938,754,0,0,,,,0.006
CUST101706,LN201706,Personal,58,Self-employed,638452,53204,Wedding,487871,60,10.42,1061212,587,0,2,,,,0.013
CUST101707,LN201707,Personal,39,Salaried,80000,6667,Personal,361770,24,12.66,488357,652,1,3,,,,0.454
CUST101708,LN201708,Personal,23,Salaried,201745,16812,Home,348759,12,10.91,0,685,0,2,,,,0.317
CUST101709,LN201709,Business,40,Salaried,150000,12500,Invoice Discounting,3852043,84,14.56,0,746,0,2,13910659,-10.16,13,0.9
CUST101711,LN201711,Business,66,Salaried,3535506,294626,Invoice Discounting,5133786,36,12.12,4002106,648,0,3,7764081,0.9,29,0.128
CUST101712,LN201712,Personal,59,Business-owner,706757,58896,Car,776904,24,11.77,306684,632,0,3,,,,0.114
CUST101713,LN201713,Personal,22,Business-owner,793293,66108,Home,826900,36,12.37,383754,682,0,2,,,,0.088
CUST101714,LN201714,Personal,55,Salaried,491979,40998,Debt Consolidation,369868,48,9.08,361335,704,0,5,,,,0.006
CUST101715,LN201715,Personal,21,Salaried,985124,82094,Debt Consolidation,310472,48,11.45,830287,706,0,3,,,,0.003
CUST101716,LN201716,Personal,36,Self-employed,469979,39165,Wedding,429339,36,12.64,1030051,821,0,0,,,,0.035
CUST101717,LN201717,Personal,60,Business-owner,287551,23963,Personal,109976,12,10.72,71845,820,0,0,,,,0.044
CUST101718,LN201718,Business,29,Self-employed,6667956,555663,Working Capital,3418935,60,12.23,1768289,682,0,3,6292251,15.26,30,0.067
CUST101719,LN201719,Personal,52,Salaried,459581,38298,Personal,170178,48,15.46,1064500,719,1,1,,,,0.096
CUST101720,LN201720,Personal,22,Salaried,261260,21772,Car,454754,72,14.63,402138,654,0,4,,,,0.104
